456;Airbnb;SF Bay Area;Hospitality;6455;Post-IPO;United States
457;Atlassian;Sydney;Tech;556;Post-IPO;Australia
458;SiriusXM;New York City;Media;532;Post-IPO;United States
459;UpGrad;Mumbai;Education;178;Unknown;India
460;Loft;Sao Paulo;Real Estate;399;Unknown;Brazil
461;Embark Trucks;SF Bay Area;Transportation;290;Post-IPO;United States
462;Lendi;Sydney;Real Estate;161;Unknown;Australia
463;UserTesting;SF Bay Area;Marketing;125;Acquired;United States
464;Airbnb;SF Bay Area;Hospitality;6463;Post-IPO;United States
465;Atlassian;Sydney;Tech;564;Post-IPO;Australia
466;SiriusXM;New York City;Media;540;Post-IPO;United States
467;UpGrad;Mumbai;Education;186;Unknown;India
468;Loft;Sao Paulo;Real Estate;407;Unknown;Brazil
469;Embark Trucks;SF Bay Area;Transportation;298;Post-IPO;United States
470;Lendi;Sydney;Real Estate;169;Unknown;Australia
471;UserTesting;SF Bay Area;Marketing;133;Acquired;United States
472;Airbnb;SF Bay Area;Hospitality;6471;Post-IPO;United States
473;Atlassian;Sydney;Tech;572;Post-IPO;Australia
474;SiriusXM;New York City;Media;548;Post-IPO;United States
475;UpGrad;Mumbai;Education;194;Unknown;India
476;Loft;Sao Paulo;Real Estate;415;Unknown;Brazil
477;Embark Trucks;SF Bay Area;Transportation;306;Post-IPO;United States
478;Lendi;Sydney;Real Estate;177;Unknown;Australia
479;UserTesting;SF Bay Area;Marketing;141;Acquired;United States
480;Airbnb;SF Bay Area;Hospitality;6479;Post-IPO;United States
481;Atlassian;Sydney;Tech;580;Post-IPO;Australia
482;SiriusXM;New York City;Media;556;Post-IPO;United States
483;UpGrad;Mumbai;Education;202;Unknown;India
484;Loft;Sao Paulo;Real Estate;423;Unknown;Brazil
485;Embark Trucks;SF Bay Area;Transportation;314;Post-IPO;United States
486;Lendi;Sydney;Real Estate;185;Unknown;Australia
487;UserTesting;SF Bay Area;Marketing;149;Acquired;United States
488;Airbnb;SF Bay Area;Hospitality;6487;Post-IPO;United States
489;Atlassian;Sydney;Tech;588;Post-IPO;Australia
490;SiriusXM;New York City;Media;564;Post-IPO;United States
491;UpGrad;Mumbai;Education;210;Unknown;India
492;Loft;Sao Paulo;Real Estate;431;Unknown;Brazil
493;Embark Trucks;SF Bay Area;Transportation;322;Post-IPO;United States
494;Lendi;Sydney;Real Estate;193;Unknown;Australia
495;UserTesting;SF Bay Area;Marketing;157;Acquired;United States
496;Airbnb;SF Bay Area;Hospitality;6495;Post-IPO;United States
497;Atlassian;Sydney;Tech;596;Post-IPO;Australia
498;SiriusXM;New York City;Media;572;Post-IPO;United States
499;UpGrad;Mumbai;Education;218;Unknown;India
500;Loft;Sao Paulo;Real Estate;439;Unknown;Brazil
501;Embark Trucks;SF Bay Area;Transportation;230;Post-IPO;United States
502;Lendi;Sydney;Real Estate;101;Unknown;Australia
503;UserTesting;SF Bay Area;Marketing;65;Acquired;United States
504;Airbnb;SF Bay Area;Hospitality;6403;Post-IPO;United States
505;Atlassian;Sydney;Tech;504;Post-IPO;Australia
506;SiriusXM;New York City;Media;480;Post-IPO;United States
507;UpGrad;Mumbai;Education;126;Unknown;India
508;Loft;Sao Paulo;Real Estate;347;Unknown;Brazil
509;Embark Trucks;SF Bay Area;Transportation;238;Post-IPO;United States
510;Lendi;Sydney;Real Estate;109;Unknown;Australia
511;UserTesting;SF Bay Area;Marketing;73;Acquired;United States
512;Airbnb;SF Bay Area;Hospitality;6411;Post-IPO;United States
513;Atlassian;Sydney;Tech;512;Post-IPO;Australia
514;SiriusXM;New York City;Media;488;Post-IPO;United States
515;UpGrad;Mumbai;Education;134;Unknown;India
516;Loft;Sao Paulo;Real Estate;355;Unknown;Brazil
517;Embark Trucks;SF Bay Area;Transportation;246;Post-IPO;United States
518;Lendi;Sydney;Real Estate;117;Unknown;Australia
519;UserTesting;SF Bay Area;Marketing;81;Acquired;United States
520;Airbnb;SF Bay Area;Hospitality;6419;Post-IPO;United States
521;Atlassian;Sydney;Tech;520;Post-IPO;Australia
522;SiriusXM;New York City;Media;496;Post-IPO;United States
523;UpGrad;Mumbai;Education;142;Unknown;India
524;Loft;Sao Paulo;Real Estate;363;Unknown;Brazil
525;Embark Trucks;SF Bay Area;Transportation;254;Post-IPO;United States
526;Lendi;Sydney;Real Estate;125;Unknown;Australia
527;UserTesting;SF Bay Area;Marketing;89;Acquired;United States
528;Airbnb;SF Bay Area;Hospitality;6427;Post-IPO;United States
529;Atlassian;Sydney;Tech;528;Post-IPO;Australia
530;SiriusXM;New York City;Media;504;Post-IPO;United States
531;UpGrad;Mumbai;Education;150;Unknown;India
532;Loft;Sao Paulo;Real Estate;371;Unknown;Brazil
533;Embark Trucks;SF Bay Area;Transportation;262;Post-IPO;United States
534;Lendi;Sydney;Real Estate;133;Unknown;Australia
535;UserTesting;SF Bay Area;Marketing;97;Acquired;United States
536;Airbnb;SF Bay Area;Hospitality;6435;Post-IPO;United States
537;Atlassian;Sydney;Tech;536;Post-IPO;Australia
538;SiriusXM;New York City;Media;512;Post-IPO;United States
539;UpGrad;Mumbai;Education;158;Unknown;India
540;Loft;Sao Paulo;Real Estate;379;Unknown;Brazil
541;Embark Trucks;SF Bay Area;Transportation;270;Post-IPO;United States
542;Lendi;Sydney;Real Estate;141;Unknown;Australia
543;UserTesting;SF Bay Area;Marketing;105;Acquired;United States
544;Airbnb;SF Bay Area;Hospitality;6443;Post-IPO;United States
545;Atlassian;Sydney;Tech;544;Post-IPO;Australia
546;SiriusXM;New York City;Media;520;Post-IPO;United States
547;UpGrad;Mumbai;Education;166;Unknown;India
548;Loft;Sao Paulo;Real Estate;387;Unknown;Brazil
549;Embark Trucks;SF Bay Area;Transportation;278;Post-IPO;United States
550;Lendi;Sydney;Real Estate;149;Unknown;Australia
551;UserTesting;SF Bay Area;Marketing;113;Acquired;United States
552;Airbnb;SF Bay Area;Hospitality;6451;Post-IPO;United States
553;Atlassian;Sydney;Tech;552;Post-IPO;Australia
554;SiriusXM;New York City;Media;528;Post-IPO;United States
555;UpGrad;Mumbai;Education;174;Unknown;India
556;Loft;Sao Paulo;Real Estate;395;Unknown;Brazil
557;Embark Trucks;SF Bay Area;Transportation;286;Post-IPO;United States
558;Lendi;Sydney;Real Estate;157;Unknown;Australia
559;UserTesting;SF Bay Area;Marketing;121;Acquired;United States
560;Airbnb;SF Bay Area;Hospitality;6459;Post-IPO;United States
561;Atlassian;Sydney;Tech;560;Post-IPO;Australia
562;SiriusXM;New York City;Media;536;Post-IPO;United States
563;UpGrad;Mumbai;Education;182;Unknown;India
564;Loft;Sao Paulo;Real Estate;403;Unknown;Brazil
565;Embark Trucks;SF Bay Area;Transportation;294;Post-IPO;United States
566;Lendi;Sydney;Real Estate;165;Unknown;Australia
567;UserTesting;SF Bay Area;Marketing;129;Acquired;United States
568;Airbnb;SF Bay Area;Hospitality;6467;Post-IPO;United States
569;Atlassian;Sydney;Tech;568;Post-IPO;Australia
570;SiriusXM;New York City;Media;544;Post-IPO;United States
571;UpGrad;Mumbai;Education;190;Unknown;India
572;Loft;Sao Paulo;Real Estate;411;Unknown;Brazil
573;Embark Trucks;SF Bay Area;Transportation;302;Post-IPO;United States
574;Lendi;Sydney;Real Estate;173;Unknown;Australia
575;UserTesting;SF Bay Area;Marketing;137;Acquired;United States
576;Airbnb;SF Bay Area;Hospitality;6475;Post-IPO;United States
577;Atlassian;Sydney;Tech;576;Post-IPO;Australia
578;SiriusXM;New York City;Media;552;Post-IPO;United States
579;UpGrad;Mumbai;Education;198;Unknown;India
580;Loft;Sao Paulo;Real Estate;419;Unknown;Brazil
581;Embark Trucks;SF Bay Area;Transportation;310;Post-IPO;United States
582;Lendi;Sydney;Real Estate;181;Unknown;Australia
583;UserTesting;SF Bay Area;Marketing;145;Acquired;United States
584;Airbnb;SF Bay Area;Hospitality;6483;Post-IPO;United States
585;Atlassian;Sydney;Tech;584;Post-IPO;Australia
586;SiriusXM;New York City;Media;560;Post-IPO;United States
587;UpGrad;Mumbai;Education;206;Unknown;India
588;Loft;Sao Paulo;Real Estate;427;Unknown;Brazil
589;Embark Trucks;SF Bay Area;Transportation;318;Post-IPO;United States
590;Lendi;Sydney;Real Estate;189;Unknown;Australia
591;UserTesting;SF Bay Area;Marketing;153;Acquired;United States
592;Airbnb;SF Bay Area;Hospitality;6491;Post-IPO;United States
593;Atlassian;Sydney;Tech;592;Post-IPO;Australia
594;SiriusXM;New York City;Media;568;Post-IPO;United States
595;UpGrad;Mumbai;Education;214;Unknown;India
596;Loft;Sao Paulo;Real Estate;435;Unknown;Brazil
597;Embark Trucks;SF Bay Area;Transportation;326;Post-IPO;United States
598;Lendi;Sydney;Real Estate;197;Unknown;Australia
599;UserTesting;SF Bay Area;Marketing;161;Acquired;United States
600;Airbnb;SF Bay Area;Hospitality;6499;Post-IPO;United States
601;Atlassian;Sydney;Tech;500;Post-IPO;Australia
602;SiriusXM;New York City;Media;476;Post-IPO;United States
603;UpGrad;Mumbai;Education;122;Unknown;India
604;Loft;Sao Paulo;Real Estate;343;Unknown;Brazil
605;Embark Trucks;SF Bay Area;Transportation;234;Post-IPO;United States
606;Lendi;Sydney;Real Estate;105;Unknown;Australia
607;UserTesting;SF Bay Area;Marketing;69;Acquired;United States
608;Airbnb;SF Bay Area;Hospitality;6407;Post-IPO;United States
609;Atlassian;Sydney;Tech;508;Post-IPO;Australia
610;SiriusXM;New York City;Media;484;Post-IPO;United States
611;UpGrad;Mumbai;Education;130;Unknown;India
612;Loft;Sao Paulo;Real Estate;351;Unknown;Brazil
613;Embark Trucks;SF Bay Area;Transportation;242;Post-IPO;United States
614;Lendi;Sydney;Real Estate;113;Unknown;Australia
615;UserTesting;SF Bay Area;Marketing;77;Acquired;United States
616;Airbnb;SF Bay Area;Hospitality;6415;Post-IPO;United States
617;Atlassian;Sydney;Tech;516;Post-IPO;Australia
618;SiriusXM;New York City;Media;492;Post-IPO;United States
619;UpGrad;Mumbai;Education;138;Unknown;India
620;Loft;Sao Paulo;Real Estate;359;Unknown;Brazil
621;Embark Trucks;SF Bay Area;Transportation;250;Post-IPO;United States
622;Lendi;Sydney;Real Estate;121;Unknown;Australia
623;UserTesting;SF Bay Area;Marketing;85;Acquired;United States
624;Airbnb;SF Bay Area;Hospitality;6423;Post-IPO;United States
625;Atlassian;Sydney;Tech;524;Post-IPO;Australia
626;SiriusXM;New York City;Media;500;Post-IPO;United States
627;UpGrad;Mumbai;Education;146;Unknown;India
628;Loft;Sao Paulo;Real Estate;367;Unknown;Brazil
629;Embark Trucks;SF Bay Area;Transportation;258;Post-IPO;United States
630;Lendi;Sydney;Real Estate;129;Unknown;Australia
631;UserTesting;SF Bay Area;Marketing;93;Acquired;United States
632;Airbnb;SF Bay Area;Hospitality;6431;Post-IPO;United States
633;Atlassian;Sydney;Tech;532;Post-IPO;Australia
634;SiriusXM;New York City;Media;508;Post-IPO;United States
635;UpGrad;Mumbai;Education;154;Unknown;India
636;Loft;Sao Paulo;Real Estate;375;Unknown;Brazil
637;Embark Trucks;SF Bay Area;Transportation;266;Post-IPO;United States
638;Lendi;Sydney;Real Estate;137;Unknown;Australia
639;UserTesting;SF Bay Area;Marketing;101;Acquired;United States
640;Airbnb;SF Bay Area;Hospitality;6439;Post-IPO;United States
641;Atlassian;Sydney;Tech;540;Post-IPO;Australia
642;SiriusXM;New York City;Media;516;Post-IPO;United States
643;UpGrad;Mumbai;Education;162;Unknown;India
644;Loft;Sao Paulo;Real Estate;383;Unknown;Brazil
645;Embark Trucks;SF Bay Area;Transportation;274;Post-IPO;United States
646;Lendi;Sydney;Real Estate;145;Unknown;Australia
647;UserTesting;SF Bay Area;Marketing;109;Acquired;United States
648;Airbnb;SF Bay Area;Hospitality;6447;Post-IPO;United States
649;Atlassian;Sydney;Tech;548;Post-IPO;Australia
650;SiriusXM;New York City;Media;524;Post-IPO;United States
651;UpGrad;Mumbai;Education;170;Unknown;India
652;Loft;Sao Paulo;Real Estate;391;Unknown;Brazil
653;Embark Trucks;SF Bay Area;Transportation;282;Post-IPO;United States
654;Lendi;Sydney;Real Estate;153;Unknown;Australia
655;UserTesting;SF Bay Area;Marketing;117;Acquired;United States
656;Airbnb;SF Bay Area;Hospitality;6455;Post-IPO;United States
657;Atlassian;Sydney;Tech;556;Post-IPO;Australia
658;SiriusXM;New York City;Media;532;Post-IPO;United States
659;UpGrad;Mumbai;Education;178;Unknown;India
660;Loft;Sao Paulo;Real Estate;399;Unknown;Brazil
661;Embark Trucks;SF Bay Area;Transportation;290;Post-IPO;United States
662;Lendi;Sydney;Real Estate;161;Unknown;Australia
663;UserTesting;SF Bay Area;Marketing;125;Acquired;United States
664;Airbnb;SF Bay Area;Hospitality;6463;Post-IPO;United States
665;Atlassian;Sydney;Tech;564;Post-IPO;Australia
666;SiriusXM;New York City;Media;540;Post-IPO;United States
667;UpGrad;Mumbai;Education;186;Unknown;India
668;Loft;Sao Paulo;Real Estate;407;Unknown;Brazil
669;Embark Trucks;SF Bay Area;Transportation;298;Post-IPO;United States
670;Lendi;Sydney;Real Estate;169;Unknown;Australia
671;UserTesting;SF Bay Area;Marketing;133;Acquired;United States
672;Airbnb;SF Bay Area;Hospitality;6471;Post-IPO;United States
673;Atlassian;Sydney;Tech;572;Post-IPO;Australia
674;SiriusXM;New York City;Media;548;Post-IPO;United States
675;UpGrad;Mumbai;Education;194;Unknown;India
676;Loft;Sao Paulo;Real Estate;415;Unknown;Brazil
677;Embark Trucks;SF Bay Area;Transportation;306;Post-IPO;United States
678;Lendi;Sydney;Real Estate;177;Unknown;Australia
679;UserTesting;SF Bay Area;Marketing;141;Acquired;United States
680;Airbnb;SF Bay Area;Hospitality;6479;Post-IPO;United States
681;Atlassian;Sydney;Tech;580;Post-IPO;Australia
682;SiriusXM;New York City;Media;556;Post-IPO;United States
683;UpGrad;Mumbai;Education;202;Unknown;India
684;Loft;Sao Paulo;Real Estate;423;Unknown;Brazil
685;Embark Trucks;SF Bay Area;Transportation;314;Post-IPO;United States
686;Lendi;Sydney;Real Estate;185;Unknown;Australia
687;UserTesting;SF Bay Area;Marketing;149;Acquired;United States
688;Airbnb;SF Bay Area;Hospitality;6487;Post-IPO;United States
689;Atlassian;Sydney;Tech;588;Post-IPO;Australia
690;SiriusXM;New York City;Media;564;Post-IPO;United States
691;UpGrad;Mumbai;Education;210;Unknown;India
692;Loft;Sao Paulo;Real Estate;431;Unknown;Brazil
693;Embark Trucks;SF Bay Area;Transportation;322;Post-IPO;United States
694;Lendi;Sydney;Real Estate;193;Unknown;Australia
695;UserTesting;SF Bay Area;Marketing;157;Acquired;United States
696;Airbnb;SF Bay Area;Hospitality;6495;Post-IPO;United States
697;Atlassian;Sydney;Tech;596;Post-IPO;Australia
698;SiriusXM;New York City;Media;572;Post-IPO;United States
699;UpGrad;Mumbai;Education;218;Unknown;India
700;Loft;Sao Paulo;Real Estate;439;Unknown;Brazil
701;Embark Trucks;SF Bay Area;Transportation;230;Post-IPO;United States
702;Lendi;Sydney;Real Estate;101;Unknown;Australia
703;UserTesting;SF Bay Area;Marketing;65;Acquired;United States
704;Airbnb;SF Bay Area;Hospitality;6403;Post-IPO;United States
705;Atlassian;Sydney;Tech;504;Post-IPO;Australia
706;SiriusXM;New York City;Media;480;Post-IPO;United States
707;UpGrad;Mumbai;Education;126;Unknown;India
708;Loft;Sao Paulo;Real Estate;347;Unknown;Brazil
709;Embark Trucks;SF Bay Area;Transportation;238;Post-IPO;United States
710;Lendi;Sydney;Real Estate;109;Unknown;Australia
711;UserTesting;SF Bay Area;Marketing;73;Acquired;United States
712;Airbnb;SF Bay Area;Hospitality;6411;Post-IPO;United States
713;Atlassian;Sydney;Tech;512;Post-IPO;Australia
714;SiriusXM;New York City;Media;488;Post-IPO;United States
715;UpGrad;Mumbai;Education;134;Unknown;India
716;Loft;Sao Paulo;Real Estate;355;Unknown;Brazil
717;Embark Trucks;SF Bay Area;Transportation;246;Post-IPO;United States
718;Lendi;Sydney;Real Estate;117;Unknown;Australia
719;UserTesting;SF Bay Area;Marketing;81;Acquired;United States
720;Airbnb;SF Bay Area;Hospitality;6419;Post-IPO;United States
721;Atlassian;Sydney;Tech;520;Post-IPO;Australia
722;SiriusXM;New York City;Media;496;Post-IPO;United States
723;UpGrad;Mumbai;Education;142;Unknown;India
724;Loft;Sao Paulo;Real Estate;363;Unknown;Brazil
725;Embark Trucks;SF Bay Area;Transportation;254;Post-IPO;United States
726;Lendi;Sydney;Real Estate;125;Unknown;Australia
727;UserTesting;SF Bay Area;Marketing;89;Acquired;United States
728;Airbnb;SF Bay Area;Hospitality;6427;Post-IPO;United States
729;Atlassian;Sydney;Tech;528;Post-IPO;Australia
730;SiriusXM;New York City;Media;504;Post-IPO;United States
731;UpGrad;Mumbai;Education;150;Unknown;India
732;Loft;Sao Paulo;Real Estate;371;Unknown;Brazil
733;Embark Trucks;SF Bay Area;Transportation;262;Post-IPO;United States
734;Lendi;Sydney;Real Estate;133;Unknown;Australia
735;UserTesting;SF Bay Area;Marketing;97;Acquired;United States
736;Airbnb;SF Bay Area;Hospitality;6435;Post-IPO;United States
737;Atlassian;Sydney;Tech;536;Post-IPO;Australia
738;SiriusXM;New York City;Media;512;Post-IPO;United States
739;UpGrad;Mumbai;Education;158;Unknown;India
740;Loft;Sao Paulo;Real Estate;379;Unknown;Brazil
741;Embark Trucks;SF Bay Area;Transportation;270;Post-IPO;United States
742;Lendi;Sydney;Real Estate;141;Unknown;Australia
743;UserTesting;SF Bay Area;Marketing;105;Acquired;United States
744;Airbnb;SF Bay Area;Hospitality;6443;Post-IPO;United States
745;Atlassian;Sydney;Tech;544;Post-IPO;Australia
746;SiriusXM;New York City;Media;520;Post-IPO;United States
747;UpGrad;Mumbai;Education;166;Unknown;India
748;Loft;Sao Paulo;Real Estate;387;Unknown;Brazil
749;Embark Trucks;SF Bay Area;Transportation;278;Post-IPO;United States
750;Lendi;Sydney;Real Estate;149;Unknown;Australia
751;UserTesting;SF Bay Area;Marketing;113;Acquired;United States
752;Airbnb;SF Bay Area;Hospitality;6451;Post-IPO;United States
753;Atlassian;Sydney;Tech;552;Post-IPO;Australia
754;SiriusXM;New York City;Media;528;Post-IPO;United States
755;UpGrad;Mumbai;Education;174;Unknown;India
756;Loft;Sao Paulo;Real Estate;395;Unknown;Brazil
757;Embark Trucks;SF Bay Area;Transportation;286;Post-IPO;United States
758;Lendi;Sydney;Real Estate;157;Unknown;Australia
759;UserTesting;SF Bay Area;Marketing;121;Acquired;United States
760;Airbnb;SF Bay Area;Hospitality;6459;Post-IPO;United States
761;Atlassian;Sydney;Tech;560;Post-IPO;Australia
762;SiriusXM;New York City;Media;536;Post-IPO;United States
763;UpGrad;Mumbai;Education;182;Unknown;India
764;Loft;Sao Paulo;Real Estate;403;Unknown;Brazil
765;Embark Trucks;SF Bay Area;Transportation;294;Post-IPO;United States
766;Lendi;Sydney;Real Estate;165;Unknown;Australia
767;UserTesting;SF Bay Area;Marketing;129;Acquired;United States
768;Airbnb;SF Bay Area;Hospitality;6467;Post-IPO;United States
769;Atlassian;Sydney;Tech;568;Post-IPO;Australia
770;SiriusXM;New York City;Media;544;Post-IPO;United States
771;UpGrad;Mumbai;Education;190;Unknown;India
772;Loft;Sao Paulo;Real Estate;411;Unknown;Brazil
773;Embark Trucks;SF Bay Area;Transportation;302;Post-IPO;United States
774;Lendi;Sydney;Real Estate;173;Unknown;Australia
775;UserTesting;SF Bay Area;Marketing;137;Acquired;United States
776;Airbnb;SF Bay Area;Hospitality;6475;Post-IPO;United States
777;Atlassian;Sydney;Tech;576;Post-IPO;Australia
778;SiriusXM;New York City;Media;552;Post-IPO;United States
779;UpGrad;Mumbai;Education;198;Unknown;India
780;Loft;Sao Paulo;Real Estate;419;Unknown;Brazil
781;Embark Trucks;SF Bay Area;Transportation;310;Post-IPO;United States
782;Lendi;Sydney;Real Estate;181;Unknown;Australia
783;UserTesting;SF Bay Area;Marketing;145;Acquired;United States
784;Airbnb;SF Bay Area;Hospitality;6483;Post-IPO;United States
785;Atlassian;Sydney;Tech;584;Post-IPO;Australia
786;SiriusXM;New York City;Media;560;Post-IPO;United States
787;UpGrad;Mumbai;Education;206;Unknown;India
788;Loft;Sao Paulo;Real Estate;427;Unknown;Brazil
789;Embark Trucks;SF Bay Area;Transportation;318;Post-IPO;United States
790;Lendi;Sydney;Real Estate;189;Unknown;Australia
791;UserTesting;SF Bay Area;Marketing;153;Acquired;United States
792;Airbnb;SF Bay Area;Hospitality;6491;Post-IPO;United States
793;Atlassian;Sydney;Tech;592;Post-IPO;Australia
794;SiriusXM;New York City;Media;568;Post-IPO;United States
795;UpGrad;Mumbai;Education;214;Unknown;India
796;Loft;Sao Paulo;Real Estate;435;Unknown;Brazil
797;Embark Trucks;SF Bay Area;Transportation;326;Post-IPO;United States
798;Lendi;Sydney;Real Estate;197;Unknown;Australia
799;UserTesting;SF Bay Area;Marketing;161;Acquired;United States
800;Airbnb;SF Bay Area;Hospitality;6499;Post-IPO;United States
801;Atlassian;Sydney;Tech;500;Post-IPO;Australia
802;SiriusXM;New York City;Media;476;Post-IPO;United States
803;UpGrad;Mumbai;Education;122;Unknown;India
804;Loft;Sao Paulo;Real Estate;343;Unknown;Brazil
805;Embark Trucks;SF Bay Area;Transportation;234;Post-IPO;United States
806;Lendi;Sydney;Real Estate;105;Unknown;Australia
807;UserTesting;SF Bay Area;Marketing;69;Acquired;United States
808;Airbnb;SF Bay Area;Hospitality;6407;Post-IPO;United States
809;Atlassian;Sydney;Tech;508;Post-IPO;Australia
810;SiriusXM;New York City;Media;484;Post-IPO;United States
811;UpGrad;Mumbai;Education;130;Unknown;India
812;Loft;Sao Paulo;Real Estate;351;Unknown;Brazil
813;Embark Trucks;SF Bay Area;Transportation;242;Post-IPO;United States
814;Lendi;Sydney;Real Estate;113;Unknown;Australia
815;UserTesting;SF Bay Area;Marketing;77;Acquired;United States
816;Airbnb;SF Bay Area;Hospitality;6415;Post-IPO;United States
817;Atlassian;Sydney;Tech;516;Post-IPO;Australia
818;SiriusXM;New York City;Media;492;Post-IPO;United States
819;UpGrad;Mumbai;Education;138;Unknown;India
820;Loft;Sao Paulo;Real Estate;359;Unknown;Brazil
821;Embark Trucks;SF Bay Area;Transportation;250;Post-IPO;United States
822;Lendi;Sydney;Real Estate;121;Unknown;Australia
823;UserTesting;SF Bay Area;Marketing;85;Acquired;United States
824;Airbnb;SF Bay Area;Hospitality;6423;Post-IPO;United States
825;Atlassian;Sydney;Tech;524;Post-IPO;Australia
826;SiriusXM;New York City;Media;500;Post-IPO;United States
827;UpGrad;Mumbai;Education;146;Unknown;India
828;Loft;Sao Paulo;Real Estate;367;Unknown;Brazil
829;Embark Trucks;SF Bay Area;Transportation;258;Post-IPO;United States
830;Lendi;Sydney;Real Estate;129;Unknown;Australia
831;UserTesting;SF Bay Area;Marketing;93;Acquired;United States
832;Airbnb;SF Bay Area;Hospitality;6431;Post-IPO;United States
833;Atlassian;Sydney;Tech;532;Post-IPO;Australia
834;SiriusXM;New York City;Media;508;Post-IPO;United States
835;UpGrad;Mumbai;Education;154;Unknown;India
836;Loft;Sao Paulo;Real Estate;375;Unknown;Brazil
837;Embark Trucks;SF Bay Area;Transportation;266;Post-IPO;United States
838;Lendi;Sydney;Real Estate;137;Unknown;Australia
839;UserTesting;SF Bay Area;Marketing;101;Acquired;United States
840;Airbnb;SF Bay Area;Hospitality;6439;Post-IPO;United States
841;Atlassian;Sydney;Tech;540;Post-IPO;Australia
842;SiriusXM;New York City;Media;516;Post-IPO;United States
843;UpGrad;Mumbai;Education;162;Unknown;India
844;Loft;Sao Paulo;Real Estate;383;Unknown;Brazil
845;Embark Trucks;SF Bay Area;Transportation;274;Post-IPO;United States
846;Lendi;Sydney;Real Estate;145;Unknown;Australia
847;UserTesting;SF Bay Area;Marketing;109;Acquired;United States
848;Airbnb;SF Bay Area;Hospitality;6447;Post-IPO;United States
849;Atlassian;Sydney;Tech;548;Post-IPO;Australia
850;SiriusXM;New York City;Media;524;Post-IPO;United States
851;UpGrad;Mumbai;Education;170;Unknown;India
852;Loft;Sao Paulo;Real Estate;391;Unknown;Brazil
853;Embark Trucks;SF Bay Area;Transportation;282;Post-IPO;United States
854;Lendi;Sydney;Real Estate;153;Unknown;Australia
855;UserTesting;SF Bay Area;Marketing;117;Acquired;United States
856;Airbnb;SF Bay Area;Hospitality;6455;Post-IPO;United States
857;Atlassian;Sydney;Tech;556;Post-IPO;Australia
858;SiriusXM;New York City;Media;532;Post-IPO;United States
859;UpGrad;Mumbai;Education;178;Unknown;India
860;Loft;Sao Paulo;Real Estate;399;Unknown;Brazil
861;Embark Trucks;SF Bay Area;Transportation;290;Post-IPO;United States
862;Lendi;Sydney;Real Estate;161;Unknown;Australia
863;UserTesting;SF Bay Area;Marketing;125;Acquired;United States
864;Airbnb;SF Bay Area;Hospitality;6463;Post-IPO;United States
865;Atlassian;Sydney;Tech;564;Post-IPO;Australia
866;SiriusXM;New York City;Media;540;Post-IPO;United States
867;UpGrad;Mumbai;Education;186;Unknown;India
868;Loft;Sao Paulo;Real Estate;407;Unknown;Brazil
869;Embark Trucks;SF Bay Area;Transportation;298;Post-IPO;United States
870;Lendi;Sydney;Real Estate;169;Unknown;Australia
871;UserTesting;SF Bay Area;Marketing;133;Acquired;United States
872;Airbnb;SF Bay Area;Hospitality;6471;Post-IPO;United States
873;Atlassian;Sydney;Tech;572;Post-IPO;Australia
874;SiriusXM;New York City;Media;548;Post-IPO;United States
875;UpGrad;Mumbai;Education;194;Unknown;India
876;Loft;Sao Paulo;Real Estate;415;Unknown;Brazil
877;Embark Trucks;SF Bay Area;Transportation;306;Post-IPO;United States
878;Lendi;Sydney;Real Estate;177;Unknown;Australia
879;UserTesting;SF Bay Area;Marketing;141;Acquired;United States
880;Airbnb;SF Bay Area;Hospitality;6479;Post-IPO;United States
881;Atlassian;Sydney;Tech;580;Post-IPO;Australia
882;SiriusXM;New York City;Media;556;Post-IPO;United States
883;UpGrad;Mumbai;Education;202;Unknown;India
884;Loft;Sao Paulo;Real Estate;423;Unknown;Brazil
885;Embark Trucks;SF Bay Area;Transportation;314;Post-IPO;United States
886;Lendi;Sydney;Real Estate;185;Unknown;Australia
887;UserTesting;SF Bay Area;Marketing;149;Acquired;United States
888;Airbnb;SF Bay Area;Hospitality;6487;Post-IPO;United States
889;Atlassian;Sydney;Tech;588;Post-IPO;Australia
890;SiriusXM;New York City;Media;564;Post-IPO;United States
891;UpGrad;Mumbai;Education;210;Unknown;India
892;Loft;Sao Paulo;Real Estate;431;Unknown;Brazil
893;Embark Trucks;SF Bay Area;Transportation;322;Post-IPO;United States
894;Lendi;Sydney;Real Estate;193;Unknown;Australia
895;UserTesting;SF Bay Area;Marketing;157;Acquired;United States
896;Airbnb;SF Bay Area;Hospitality;6495;Post-IPO;United States
897;Atlassian;Sydney;Tech;596;Post-IPO;Australia
898;SiriusXM;New York City;Media;572;Post-IPO;United States
899;UpGrad;Mumbai;Education;218;Unknown;India
900;Loft;Sao Paulo;Real Estate;439;Unknown;Brazil
901;Embark Trucks;SF Bay Area;Transportation;230;Post-IPO;United States
902;Lendi;Sydney;Real Estate;101;Unknown;Australia
903;UserTesting;SF Bay Area;Marketing;65;Acquired;United States
904;Airbnb;SF Bay Area;Hospitality;6403;Post-IPO;United States
905;Atlassian;Sydney;Tech;504;Post-IPO;Australia
906;SiriusXM;New York City;Media;480;Post-IPO;United States
907;UpGrad;Mumbai;Education;126;Unknown;India
908;Loft;Sao Paulo;Real Estate;347;Unknown;Brazil
909;Embark Trucks;SF Bay Area;Transportation;238;Post-IPO;United States
910;Lendi;Sydney;Real Estate;109;Unknown;Australia
